race,cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender
4,3,28,3.2,-0.83,-0.78,F,1,3,-61,male
7,1,32.5,2.7,-0.86,-0.83,P,1,4,-44,female
7,3,37,2.9,-1.51,-1.58,F,1,3,-41,female
7,2,33,3.1,-0.99,-0.28,F,1,3,-61,female
7,2,37,3,0.76,0.25,F,2,4,-62,female
7,1,34,3.1,0.88,-0.41,P,1,5,-61,male
7,4,38.5,3.4,-0.97,-1.55,F,1,4,-57,female
7,1,34,2.9,-1.28,-1.58,F,1,3,-37,female
7,4,27,4,0.39,0.68,P,2,2,-62,female
7,3,34,2.7,-1.92,-1.29,F,2,4,-48,female
7,1,42,3.7,0.9,1.01,P,1,4,-62,male
7,2,34,2.7,0.58,-0.21,P,2,3,-56,male
7,1,36,3.6,NA,-0.08,P,2,2,-67,female
7,1,36,3.2,0.47,0.3,P,1,4,-65,male
7,3,36.5,2.6,-0.58,-0.81,F,1,4,-56,male
3,5,35,2.9,-1.28,-1.22,F,1,3,-62,female
2,4,39,3.2,-0.76,-0.71,F,1,4,-62,female
7,2,34,3.4,-0.25,-0.42,F,1,4,NA,male
7,2,33,2.9,0.14,-1.2,F,2,3,-57,male
7,3,33,3.1,-0.78,NA,F,1,3,-61,female
7,5,44,3.5,0.35,0.43,P,1,4,-62,female
7,4,32.5,3.1,0.16,-0.56,F,2,4,-66,male
7,3,30,2.5,-1.51,-1.7,F,1,4,-47,female
7,3,37,3.1,-1.79,-1.65,F,1,4,-52,male
7,2,32,3.1,-1.96,-1.18,F,1,2,-57,male
7,1,42,3.6,0.94,0.7,P,1,2,-64,female
3,3,34,3.4,-0.29,0.1,P,1,2,-62,male
3,3,24,2,-2.1,-2.44,F,1,NA,-57,male
3,1,36,2.7,-1.17,NA,F,1,3,-56,female
6,3,37,3.3,-0.25,-0.5,F,1,4,-62,female
7,1,31,3.8,-0.03,-0.61,P,1,2,-63,male
7,3,35.5,3.4,0.75,0.11,P,1,3,-61,male
3,1,40,2.5,-0.78,-0.78,P,1,1,-62,male
7,3,40,3.4,1.88,0.71,P,1,4,-62,male
7,1,36.5,3,-0.72,-1.5,F,1,4,-61,female
2,3,31,2.7,-0.68,-0.92,F,1,4,-60,female
7,2,33.5,2.8,0.16,-0.4,P,1,4,-60,male
7,4,38,2.7,0.04,-0.58,F,1,4,-60,male
7,2,31,2.1,0.04,-0.3,F,2,4,-49,male
7,3,43,3.2,1.1,1.23,P,1,3,-54,male
7,1,38,3.6,-0.05,0.1,P,1,3,-61,female
7,1,43,3,-0.23,-0.38,F,2,3,NA,male
7,4,39,3,0.93,0.81,P,1,3,-62,male
8,4,32,3.9,0.13,0.54,P,1,4,-60,female
7,1,NA,NA,0.03,0.16,P,2,3,-56,female
7,1,42,3.6,0.02,0.52,F,1,5,-53,male
7,2,30.5,3.1,-0.18,-0.14,P,1,5,-59,male
7,3,39,2.8,0.28,-0.26,F,1,3,-40,male
2,1,40,2.8,0.4,0.32,P,1,3,-59,male
4,1,32,2.9,-1.68,-1.28,F,1,3,-63,male
7,3,31,3.2,0.65,0.65,P,1,4,-62,female
7,3,38,2.7,-0.17,-0.8,P,1,4,NA,male
7,1,42,3.2,0.78,0.64,P,1,3,-63,female
7,1,42,3,-1.53,-1.7,F,1,3,-62,male
7,3,37,3.5,-0.8,NA,F,1,4,-56,female
7,4,42,3.2,NA,NA,P,1,4,-58,female
7,3,40,3.1,1.17,1,P,1,4,-59,male
7,1,44,3.8,2.16,2.19,P,2,4,-60,female
7,2,36,3.1,0.15,-0.03,P,1,4,-61,male
7,3,41,2.3,0.01,-0.49,F,1,5,-56,female
7,3,33,3.5,-0.05,-0.16,F,1,4,-62,female
7,5,43,3.5,-0.85,-0.35,P,1,2,-55,female
3,1,22.5,3.3,-2.11,-2.15,F,1,1,-60,female
7,3,33,2.8,0.67,0.54,P,1,3,-50,male
7,2,28.5,3.1,0.7,-0.6,P,1,3,-65,female
7,4,41,3.2,-0.38,-1.11,F,1,3,-67,female
7,3,35,3.3,-0.52,-0.8,P,1,3,-61,female
6,4,31,3.1,-1.31,-1.6,F,1,2,-44,male
2,3,40,2,1.71,0.46,P,1,5,-58,male
7,3,41,2.4,-1.09,-1.81,F,1,3,-39,male
6,6,18,2.8,NA,NA,F,1,3,-60,female
6,3,36,2.8,-1.98,-1.97,P,1,4,-62,male
7,3,34,3.7,0.22,0.09,F,1,3,-55,male
7,4,48,4,0.14,0.26,P,1,4,-53,male
7,1,33,3.7,0.39,0.58,P,1,3,-44,female
7,3,36,2.7,0.05,-0.53,F,1,4,-61,male
7,3,32,2.9,0.47,0.33,P,1,4,-66,female
7,4,35,3.9,-1.46,-0.41,P,1,NA,-62,female
8,3,41,2.5,-0.89,-1.46,F,1,3,-61,male
7,3,32.5,3.6,-0.21,-0.63,P,1,4,-61,male
5,6,28,2.8,-0.42,0.19,F,1,3,-41,male
2,1,23,3.4,-0.82,-1.68,F,1,NA,-62,male
7,1,42,3,-0.42,-0.08,P,1,3,-59,male
7,2,26,3.6,0.7,0.44,P,1,3,-62,female
7,1,47,3.2,1.17,NA,P,1,3,-61,female
7,3,37,3,1.28,1,P,1,3,-62,female
7,1,41,2.8,-0.55,-0.35,P,1,4,-62,female
7,3,33,3,-1.02,0,F,1,3,-61,female
7,4,35.5,3.5,-0.74,-0.86,P,1,4,-59,male
7,3,39,3.5,-0.35,-0.18,P,1,3,-67,male
7,3,44,2.1,0.36,0.94,P,2,4,-52,male
3,5,32,3.2,-0.85,NA,F,1,3,-62,female
3,1,33,2.4,1.1,1.58,P,1,3,-58,male
7,3,30,2.8,-0.79,-1.2,F,1,5,-61,male
7,4,33,3.5,-0.54,-0.2,F,1,4,-61,female
8,1,43,3.5,2.32,2.13,P,1,3,-53,female
7,1,36,3.4,1.16,1.12,P,1,4,-62,male
7,2,35,2.7,0.52,0.35,P,1,2,-61,male
6,3,26,3.5,-1.07,-1.3,F,1,2,-62,male
7,3,28.5,2.1,-1.88,-2.39,F,1,3,-61,male
7,3,38,3.4,-0.21,-0.55,P,1,4,-62,female
7,3,36,3.5,0.83,1.14,P,1,4,-57,male
6,6,28,2.6,NA,NA,F,1,2,-57,female
7,1,36,3.4,NA,NA,F,1,4,-62,male
7,3,32.5,2.8,-0.45,-0.15,F,1,4,-58,male
7,1,42,3.3,1.39,0.68,P,1,4,-62,female
7,1,41,3.2,-0.7,-0.68,P,1,4,-62,male
7,2,32,2.5,-1.41,-1.19,P,2,2,-60,male
6,1,32,3.2,-1.5,1.68,F,2,3,-47,male
7,1,33,3.8,-0.99,-0.6,F,1,2,-60,female
4,1,30,3.1,-1.74,-1.71,F,1,3,-62,male
7,1,42,2.9,-1.33,-1.38,F,1,4,-45,female
7,3,33.5,3.6,-0.73,-0.78,P,1,4,-66,male
7,3,38,2.7,-1.33,-2.04,F,1,4,-62,male
7,6,33,2.5,-0.58,0.08,F,1,3,-59,female
4,3,28,3,0.66,-0.07,P,1,2,-50,male
3,3,18,2.6,-2.1,-2.09,F,1,1,-55,male
3,1,41,2.7,-0.03,0.67,P,1,4,-57,female
7,1,31,3.2,-0.6,-0.66,F,1,3,-61,female
7,4,39,3,-0.25,-0.4,F,1,3,-46,male
1,2,34,3.9,-0.34,-0.95,F,1,3,-50,male
3,3,25.5,2.4,-0.8,-0.64,F,1,3,-61,female
6,1,28,2.7,-1.22,-1.37,F,1,2,-57,male
3,3,26,2.1,-1.28,-1.68,F,2,3,-61,male
7,3,35,3.1,0.99,1.37,P,1,3,-61,female
7,4,36,3.1,-0.54,-0.09,P,2,3,-45,male
7,1,34,3.3,0.39,0.28,F,1,NA,-60,female
3,1,32,2.1,-1.12,-0.91,P,1,3,-61,female
7,3,39,3.9,1.21,1.53,P,1,4,-62,male
3,3,24,2.8,-1.82,-1.25,F,1,3,-58,female
3,1,27,2.7,-1.02,-1.14,P,1,2,-61,male
7,1,38,4,1.43,1.1,P,1,3,-60,male
3,1,36,2.2,-1.06,-1.85,F,1,1,-56,male
7,3,36,3.7,1.04,1.71,P,1,2,-58,female
7,2,37,2.7,-0.63,-1.43,F,1,4,-60,male
7,1,31,3.6,-0.21,0.27,P,1,3,-61,female
7,3,37,3.2,-0.32,-0.9,F,1,4,-62,male
7,3,34.5,3.3,0.77,0.32,P,1,4,-65,female
7,3,33,3.5,0.17,1.07,P,1,3,-61,female
7,5,39,3.5,-0.13,-0.71,P,1,3,-61,male
7,2,35,3.3,0.9,0.97,P,1,2,-60,female
8,3,27,3.3,-0.03,-1.75,F,1,4,-62,male
7,3,35,3.6,-1.79,-1.12,F,1,3,-61,male
7,5,41,3.5,0.52,0.41,P,1,3,-66,male
1,1,33,2.6,-0.47,-0.49,F,1,4,-62,male
7,2,34,3.4,0.09,0.19,F,1,3,-49,male
7,3,34,3.6,0.13,0.79,P,1,4,-62,male
7,1,42,3.5,-0.86,-2.02,F,1,4,-59,male
3,1,34,2.7,0.43,-0.98,F,1,3,-65,male
7,4,45,2.6,-1.04,-0.03,F,2,3,-48,male
7,1,35,3.1,-1.17,-1.13,F,1,3,-56,male
3,4,26,2.7,-0.54,-1.08,F,2,3,-53,female
5,3,16.5,2.9,-0.6,-1.32,F,2,3,-59,female
7,3,31,4,-1.44,-1.65,P,1,3,-21,male
7,3,28.5,2.4,-0.86,-1.53,F,1,5,-58,female
2,2,31,3,-0.29,-0.63,F,1,4,-60,female
7,3,30,2.4,-0.74,-0.79,F,2,4,-50,male
3,1,42,2.5,-1.62,-2.29,F,1,4,-62,male
7,4,36,2.6,-1.07,-0.97,F,1,4,-48,female
7,3,30,3.4,-0.51,-1.54,F,1,3,-62,female
7,6,23,3.5,NA,NA,F,1,3,-62,female
3,3,32.5,2.5,-1.24,-1.51,F,1,3,-62,female
3,3,26,2.8,-0.4,-1.42,F,1,2,-59,female
7,5,42,3.7,-1.54,-1.42,F,1,2,-62,male
6,3,24.5,2.9,-2.1,-2.48,F,1,3,-59,male
7,3,31,2.6,-0.43,-1.24,F,1,3,-61,male
7,2,33,3.2,0.02,0.16,P,1,4,-56,male
7,3,40,2.4,1.07,0.81,P,1,3,-45,female
7,3,33,3.3,-0.89,-0.86,P,1,4,-60,male
7,4,42,3.4,0.04,-0.31,F,1,4,-56,male
7,3,39,2.7,0.07,-0.02,P,1,2,-67,male
7,3,32.5,3.6,-0.58,0.8,P,1,3,-62,female
7,4,40,3.5,0.36,0.56,P,1,3,-60,male
7,1,36,3,-0.62,-1.15,P,1,4,-67,male
7,3,35,3.5,-0.04,-0.36,P,1,4,-65,male
7,5,36,3.7,-0.31,-0.15,P,1,4,-62,female
7,6,NA,NA,2.1,1.92,P,1,4,-46,male
7,1,38,3.1,NA,0.09,F,2,2,-58,male
7,4,39,3.8,-0.14,-0.29,P,1,3,-54,female
3,1,33,2.9,0.58,-0.04,F,1,3,-63,female
7,3,39,3,0.59,0.3,P,1,4,-62,male
5,1,32,1.9,-1.9,-1.39,F,1,3,-57,male
7,4,41,3.5,0.34,-0.44,P,1,3,-67,male
7,5,46,3.9,2.24,2.87,P,1,3,-59,female
7,1,33,3.6,1.27,1.2,P,1,2,-59,male
7,4,39,3.7,-1.5,-1.86,F,1,4,-48,male
2,6,24,2.4,NA,NA,F,1,4,-60,male
7,1,36,3.7,-0.75,-0.19,P,1,3,-61,female
7,1,41,3.1,-0.68,-0.85,P,1,4,-60,female
7,1,42,3.2,0.02,0.1,P,1,4,-61,male
7,4,37,2.8,0.73,1.25,P,2,5,-46,female
7,1,37,3.6,0.8,1.2,P,1,4,-61,male
3,1,29,2.7,-0.76,-1.5,F,1,1,-61,female
7,1,33,2.8,-0.76,-0.61,P,1,4,-60,female
7,4,33,2.9,-0.06,NA,F,1,4,-60,male
8,1,32,2.7,-0.79,-1.11,F,1,4,-60,female
7,3,38,3.4,-0.61,-0.04,P,1,4,-60,male
7,3,31.5,3.2,-0.34,0.35,P,1,3,-61,female
7,1,36,3.4,-0.09,0.04,P,1,4,-59,female
7,4,40.5,2.1,1.26,-0.33,P,1,3,-59,male
2,3,34,2.8,-0.2,NA,F,2,3,-56,male
3,4,28.5,2.5,-1.19,-1.35,F,2,3,-36,female
